statement,cluster,tsne_1,tsne_2,cluster_size,cluster_keywords,cluster_coherence
Social AI games facilitate discussions that evolve users' mental models of AI.,2,-8.407141,11.585896,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"Filtering mechanisms enhance the reliability of AI constraints in real-world applications, such as education and social networks.",0,14.470267,-19.907732,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Participants find GANCollage enjoyable and explicit for exploring AI-generated visual ideas.,7,-38.737053,4.1385217,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
AI explanation techniques enhance user understanding of model behavior and trust calibration.,1,12.2569,-12.647258,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Critical reflection is a core prerequisite for meaningful human-AI collaboration in humanities research contexts.,2,-14.959128,4.6905293,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
AI systems' unpredictable errors negatively impact user experience and may lead to undesired societal consequences.,3,33.53036,2.6054883,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Trust in AI, once eroded, was most effectively restored through Model Update, surpassing initial trust values.",1,22.85185,-11.818452,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"Responders avoid AI systems even when predicting income maximization, overriding economic self-interest.",3,49.78214,8.88562,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"AI role cards facilitate exploration of Intelligent Personal Assistant roles by categorizing them into confidant, teammate, task performer, and expert.",2,-1.4195179,13.8523035,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"AI competencies for non-computer science students include understanding AI definitions, history, and capabilities.",2,14.974352,-34.367847,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"Annotators perceive Snapper as interactively intuitive, trustworthy, and helpful.",5,-41.857483,-29.486767,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"Machine assistance in Pearl supports personalized self-reflection, allowing users to explore their calendar data related to wellbeing goals.",5,-18.014761,10.808694,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Trust and distrust are distinguished as separate psychological constructs in AI interactions.,3,30.08423,-12.600583,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Users' competence is influenced by their knowledge of the AI capabilities and the effectiveness of the conversation.,2,27.388027,11.82857,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
AI identity disclosure influences individual decision-making in collaborative contexts.,2,19.651863,8.268086,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"GIF outperforms traditional methods in unlearning tasks, maintaining model utility and efficiency across diverse graph neural network models.",6,-50.163414,-11.21818,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
People find interactive AI tutorials more understandable and slightly more useful.,4,5.5861793,6.355643,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"Practitioners use the People + AI Guidebook for AI design challenges, education, and cross-functional communication.",0,-16.378809,-10.385102,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
The AI Trust Score measures user trust in AI features by assessing job efficiency and effectiveness.,3,25.30772,-13.507171,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Reflective prompts enable users to focus longer and resist distractions.,5,-20.950695,20.074009,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Participants who made provisional decisions before AI input reported lower perceived usefulness of AI recommendations.,3,27.131294,3.799152,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI systems in radiology training enhance human skills by facilitating critical thinking and wisdom acquisition.,0,-5.844808,-27.076084,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Agent voice plays a significant social role in human-agent interaction by influencing user perceptions and behaviors.,2,16.54316,23.184715,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Sketch sequencing significantly impacts AI model performance during early training stages.,6,-12.813837,26.1766,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
"ProactiveAgent uses large language models to offer context-aware, personalized suggestions based on real-time environmental data and user interactions.",5,-17.154797,18.53555,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Computer vision technologies enhance RSA systems by improving navigation for people with visual impairments.,5,-34.270496,28.162354,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Participants prefer the original biased system over the debiased system due to perceived gender disparities.,3,42.795963,-4.6693983,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Accurate AI confidence signals increase trust metrics without leading to over-reliance.,1,22.529142,-13.913298,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Large language models (LLMs) should help users identify the 'right questions to ask' rather than providing definitive legal judgments.,6,-32.73895,-19.732628,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI explanations that highlight task-irrelevant features can prompt overrides of AI recommendations that align with gender stereotypes.,3,20.139982,-1.2350764,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Increased AI transparency improves user experience and acceptance in autonomous vehicles.,1,10.35082,0.5187835,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"Computational text analysis of casenotes reveals patterns of street-level discretionary work and latent power structures, informing AI algorithm design.",0,51.25692,-10.042804,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
